Unnamed: 0,DOI,Author,Title,Year,Journal,source,PubMedID,Group,Title_lower,Journal_lower,Count,Label_ID,Label,Malik_Label_Validation,Jodi_Label_Validation,Remark,Retraction_Phrase,Inference Possibility,Inference Number,Retraction_Flag,Retraction_Flag_Pos
62,10.1016/j.ijhydene.2017.04.276,"[{'given': 'M.', 'family': 'Sheikholeslami', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2641-1575', 'authenticated-orcid': False, 'given': 'A.', 'family': 'Zeeshan', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Mesoscopic simulation of CuO H2O nanofluid in a porous enclosure with elliptic heat source,2017,International Journal of Hydrogen Energy,Crossref,,likely_retracted,retracted: mesoscopic simulation of cuo h2o nanofluid in a porous enclosure with elliptic heat source,international journal of hydrogen energy,5,RP117,both_rp_rn,both_rp_rn,,,retracted:,RP117-Y,1,retracted:,begin
63,10.1016/j.ijhydene.2014.06.118,"[{'given': 'Myong Hoon', 'family': 'Lim', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2517-1637', 'authenticated-orcid': False, 'given': 'Jinwook', 'family': 'Chung', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: The development and evaluation of a flow-type reactor utilizing the thermal siphon effect to generate hydrogen,2014,International Journal of Hydrogen Energy,Crossref,,likely_retracted,retracted: the development and evaluation of a flow-type reactor utilizing the thermal siphon effect to generate hydrogen,international journal of hydrogen energy,5,RP117,both_rp_rn,both_rp_rn,,,retracted:,RP117-Y,1,retracted:,begin
64,10.1134/s0022476621040041,"[{'given': 'B. A.', 'family': 'Kolesov', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: RAMAN SPECTROSCOPY OF STRONG HYDROGEN  BONDS O‚ÄìH‚ãØO,2021,Journal of Structural Chemistry,Crossref,,likely_retracted,retracted article: raman spectroscopy of strong hydrogen  bonds o‚Äìh‚ãØo,journal of structural chemistry,2,RP169,retracted paper(rp),,,,retracted article,RP169-Y,1,retracted article:,begin
65,10.1134/s0022476618050141,"[{'given': 'H. R.', 'family': 'Dehghanpour', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: High Coercivity Induced in Nickel Ferrite Nanoparticles by Mechanical Milling,2018,Journal of Structural Chemistry,Crossref,,likely_retracted,retracted article: high coercivity induced in nickel ferrite nanoparticles by mechanical milling,journal of structural chemistry,2,RP169,retracted paper(rp),,,,retracted article,RP169-Y,1,retracted article:,begin
82,10.1007/s12065-019-00317-3,"[{'ORCID': 'http://orcid.org/0000-0003-3461-058X', 'authenticated-orcid': False, 'given': 'Nidal', 'family': 'Al Said', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: The depth of interactivity in the interaction with multimedia content: the development of user-friendly application,2019,Evolutionary Intelligence,Crossref,,likely_retracted,retracted article: the depth of interactivity in the interaction with multimedia content: the development of user-friendly application,evolutionary intelligence,2,RP91,both_rp_rn,,,,retracted article,RP91-Y,1,retracted article:,begin
83,10.1007/s12065-019-00314-6,"[{'given': 'Weibo', 'family': 'Huang', 'sequence': 'first', 'affiliation': []}, {'given': 'Handun', 'family': 'Xiang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shaohui', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: The application of augmented reality and unity 3D in interaction with intangible cultural heritage,2019,Evolutionary Intelligence,Crossref,,likely_retracted,retracted article: the application of augmented reality and unity 3d in interaction with intangible cultural heritage,evolutionary intelligence,2,RP91,both_rp_rn,,,,retracted article,RP91-Y,1,retracted article:,begin
92,10.1111/jfbc.13812,,"Retracted: Salidroside from
            <i>Rhodiola wallichiana</i>
            var.
            <i>cholaensis</i>
            reverses insulin resistance and stimulates the GLP‚Äê1 secretion by alleviating ROS‚Äêmediated activation of MAPKs signaling pathway and mitigating apoptosis",2021,Journal of Food Biochemistry,Crossref,,likely_retracted,"retracted: salidroside from
            <i>rhodiola wallichiana</i>
            var.
            <i>cholaensis</i>
            reverses insulin resistance and stimulates the glp‚Äê1 secretion by alleviating ros‚Äêmediated activation of mapks signaling pathway and mitigating apoptosis",journal of food biochemistry,2,RP150,retraction notice(rn),,,,retracted:,RP150-Y,1,retracted:,begin
93,10.1111/jfbc.13839,,"Retracted: Characterization of partially purified alkaloids from
            <i>Cucurbita maxima</i>
            seed and evaluation of their antioxidant activity in human erythrocytes and leukocytes",2021,Journal of Food Biochemistry,Crossref,,likely_retracted,"retracted: characterization of partially purified alkaloids from
            <i>cucurbita maxima</i>
            seed and evaluation of their antioxidant activity in human erythrocytes and leukocytes",journal of food biochemistry,2,RP150,retraction notice(rn),,,,retracted:,RP150-Y,1,retracted:,begin
100,10.1007/bf03018316,"[{'given': 'Joachim', 'family': 'Boldt', 'sequence': 'first', 'affiliation': []}]","RETRACTED ARTICLE: Fluid choice for resuscitation of the trauma patient: a review of the physiological, pharmacological, and clinical evidence",2004,Canadian Journal of Anesthesia/Journal canadien d'anesth√©sie,Crossref,,likely_retracted,"retracted article: fluid choice for resuscitation of the trauma patient: a review of the physiological, pharmacological, and clinical evidence",canadian journal of anesthesia/journal canadien d'anesth√©sie,4,RP35,retracted paper(rp),retracted paper(rp),,,retracted article,RP35-Y,1,retracted article:,begin
101,10.1007/bf03019810,"[{'given': 'Yuhji', 'family': 'Saitoh', 'sequence': 'first', 'affiliation': []}, {'given': 'Koh', 'family': 'Kaneda', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yoshitaka', 'family': 'Fujii', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tsutomu', 'family': 'Oshima', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Nicorandil accelerates recovery of neuromuscular block caused by vecuronium,2001,Canadian Journal of Anesthesia/Journal canadien d'anesth√©sie,Crossref,,likely_retracted,retracted article: nicorandil accelerates recovery of neuromuscular block caused by vecuronium,canadian journal of anesthesia/journal canadien d'anesth√©sie,4,RP35,retracted paper(rp),,,,retracted article,RP35-Y,1,retracted article:,begin
110,10.1007/s10845-008-0139-8,"[{'given': 'B. N.', 'family': 'Shishir Bhat', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: A new framework concept for production planning systems in cellular manufacturing,2008,Journal of Intelligent Manufacturing,Crossref,,likely_retracted,retracted article: a new framework concept for production planning systems in cellular manufacturing,journal of intelligent manufacturing,3,RP157,retracted paper(rp),,,,retracted article,RP157-Y,1,retracted article:,begin
111,10.1007/s10845-009-0248-z,"[{'given': 'Laurence T.', 'family': 'Yang', 'sequence': 'first', 'affiliation': []}, {'given': 'Li', 'family': 'Xu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jong Hyuk', 'family': 'Park', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sajid', 'family': 'Hussain', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: An integrated parallel GNFS algorithm for integer factorization based on Linbox Montgomery‚Äôs block Lanczos method over GF(2),2009,Journal of Intelligent Manufacturing,Crossref,,likely_retracted,retracted article: an integrated parallel gnfs algorithm for integer factorization based on linbox montgomery‚Äôs block lanczos method over gf(2),journal of intelligent manufacturing,3,RP157,retracted paper(rp),,,,retracted article,RP157-Y,1,retracted article:,begin
122,10.1016/j.biopha.2015.06.005,"[{'given': 'Yue', 'family': 'Du', 'sequence': 'first', 'affiliation': []}, {'given': 'Yuhong', 'family': 'Huang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yue', 'family': 'Gao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Bo', 'family': 'Song', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jun', 'family': 'Mao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lina', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lulu', 'family': 'Bai', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jianwu', 'family': 'Tang', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Annexin A7 modulates BAG4 and BAG4-binding proteins in mitochondrial apoptosis,2015,Biomedicine &amp; Pharmacotherapy,Crossref,,likely_retracted,retracted: annexin a7 modulates bag4 and bag4-binding proteins in mitochondrial apoptosis,biomedicine &amp; pharmacotherapy,22,RP27,retracted paper(rp),,,,retracted:,RP27-Y,1,retracted:,begin
123,10.1016/j.biopha.2016.01.045,"[{'given': 'Bailong', 'family': 'Li', 'sequence': 'first', 'affiliation': []}, {'given': 'Ying', 'family': 'Lu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Honghai', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiaocui', 'family': 'Han', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jun', 'family': 'Mao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jiazhi', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lihui', 'family': 'Yu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Bo', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shujun', 'family': 'Fan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiaotang', 'family': 'Yu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Bo', 'family': 'Song', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: miR-221/222 enhance the tumorigenicity of human breast cancer stem cells via modulation of PTEN/Akt pathway,2016,Biomedicine &amp; Pharmacotherapy,Crossref,,likely_retracted,retracted: mir-221/222 enhance the tumorigenicity of human breast cancer stem cells via modulation of pten/akt pathway,biomedicine &amp; pharmacotherapy,22,RP27,retracted paper(rp),,,,retracted:,RP27-Y,1,retracted:,begin
138,10.1017/npt.2019.13,"[{'given': 'S.', 'family': 'Aydƒ±n-D√ºzgit', 'sequence': 'first', 'affiliation': []}, {'given': 'E.', 'family': 'Balta', 'sequence': 'additional', 'affiliation': []}]",When elites polarize over polarization: Framing the polarization debate in Turkey ‚Äì RETRACTED,2019,New Perspectives on Turkey,Crossref,,likely_retracted,when elites polarize over polarization: framing the polarization debate in turkey ‚Äì retracted,new perspectives on turkey,2,RP206,retraction notice(rn),,,,retracted,RP206-Y,1,retracted,end
139,10.1017/npt.2019.14,"[{'given': 'A.', 'family': '√úst√ºbici', 'sequence': 'first', 'affiliation': []}, {'given': 'A.', 'family': 'ƒ∞√ßduygu', 'sequence': 'additional', 'affiliation': []}]",Border closures and externalization of immigration controls in the Mediterranean: A comparative analysis of Morocco and Turkey ‚Äì RETRACTED,2019,New Perspectives on Turkey,Crossref,,likely_retracted,border closures and externalization of immigration controls in the mediterranean: a comparative analysis of morocco and turkey ‚Äì retracted,new perspectives on turkey,2,RP206,retraction notice(rn),,,,retracted,RP206-Y,1,retracted,end
146,10.1016/j.arabjc.2021.103572,"[{'given': 'Fa-Zhao', 'family': 'Li', 'sequence': 'first', 'affiliation': []}, {'given': 'Jun', 'family': 'He', 'sequence': 'additional', 'affiliation': []}, {'given': 'Su-Shun', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Le-Ping', 'family': 'Yang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Dong', 'family': 'Xue', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Therapeutic effect of two Co(II) coordination polymers by inhibiting tumor cell proliferation and invasion on pancreatic cancer,2022,Arabian Journal of Chemistry,Crossref,,likely_retracted,retracted: therapeutic effect of two co(ii) coordination polymers by inhibiting tumor cell proliferation and invasion on pancreatic cancer,arabian journal of chemistry,4,RP14,retracted paper(rp),retracted paper(rp),,,retracted:,RP14-Y,1,retracted:,begin
147,10.1016/j.arabjc.2021.103297,"[{'given': 'Hong-Xia', 'family': 'Song', 'sequence': 'first', 'affiliation': []}, {'given': 'Ting', 'family': 'Lei', 'sequence': 'additional', 'affiliation': []}, {'given': 'Fang', 'family': 'Wu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xiaoyu', 'family': 'He', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jiang', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Two new luminescent Cd(II) coordination polymers and their application values on children bronchopneumonia,2021,Arabian Journal of Chemistry,Crossref,,likely_retracted,retracted: two new luminescent cd(ii) coordination polymers and their application values on children bronchopneumonia,arabian journal of chemistry,4,RP14,retracted paper(rp),,,,retracted:,RP14-Y,1,retracted:,begin
168,10.1016/j.micpro.2021.104009,"[{'given': 'Daming', 'family': 'Li', 'sequence': 'first', 'affiliation': []}, {'given': 'Lianbing', 'family': 'Deng', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xi', 'family': 'Zeng', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zhiming', 'family': 'Cai', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: Dynamic simulation modelling of software requirements change management system,2021,Microprocessors and Microsystems,Crossref,,likely_retracted,retracted: dynamic simulation modelling of software requirements change management system,microprocessors and microsystems,81,RP193,retracted paper(rp),,,,retracted:,RP193-Y,1,retracted:,begin
169,10.1016/j.micpro.2020.103346,"[{'given': 'Tang', 'family': 'Lei', 'sequence': 'first', 'affiliation': []}, {'given': 'Zhu', 'family': 'Cai', 'sequence': 'additional', 'affiliation': []}, {'given': 'Luo', 'family': 'Hua', 'sequence': 'additional', 'affiliation': []}]",RETRACTED: 5G-oriented IoT coverage enhancement and physical education resource management,2021,Microprocessors and Microsystems,Crossref,,likely_retracted,retracted: 5g-oriented iot coverage enhancement and physical education resource management,microprocessors and microsystems,81,RP193,retracted paper(rp),,,,retracted:,RP193-Y,1,retracted:,begin
172,10.1007/s13198-021-01240-6,"[{'given': 'Gang', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}, {'given': 'Mingbao', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Weitao', 'family': 'Guo', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6594-8861', 'authenticated-orcid': False, 'given': 'Korhan', 'family': 'Cengiz', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8957-6756', 'authenticated-orcid': False, 'given': 'Ravi', 'family': 'Tomar', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Research on recognition method of sports injury parts based on artificial intelligence enabled 3D image simulation analysis,2021,International Journal of System Assurance Engineering and Management,Crossref,,likely_retracted,retracted article: research on recognition method of sports injury parts based on artificial intelligence enabled 3d image simulation analysis,international journal of system assurance engineering and management,2,RP125,both_rp_rn,,,,retracted article,RP125-Y,1,retracted article:,begin
173,10.1007/s13198-021-01242-4,"[{'ORCID': 'http://orcid.org/0000-0003-0733-1710', 'authenticated-orcid': False, 'given': 'Yinghong', 'family': 'Li', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Application of college students' fitness equipment and health management using Internet of Things,2021,International Journal of System Assurance Engineering and Management,Crossref,,likely_retracted,retracted article: application of college students' fitness equipment and health management using internet of things,international journal of system assurance engineering and management,2,RP125,both_rp_rn,,,,retracted article,RP125-Y,1,retracted article:,begin
